
time,temperature_2m_max (°C),temperature_2m_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),windspeed_10m_max (km/h)
2018-08-06,26.6,22.8,16.95,0.40,16.4
2018-08-07,26.2,22.7,16.97,1.90,20.2
2018-08-08,26.3,22.7,17.60,1.60,19.3
2018-08-09,25.5,22.3,16.51,3.00,17.1
2018-08-10,26.8,22.5,18.78,0.20,14.0
2018-08-11,26.8,22.7,16.97,0.30,12.7
2018-08-12,27.0,22.9,17.75,0.70,13.1
2018-08-13,26.9,22.9,17.67,1.10,13.7
2018-08-14,27.2,23.2,20.84,0.10,16.1
2018-08-15,27.0,23.1,20.54,0.30,18.1
2018-08-16,26.9,23.3,19.24,2.70,19.9
2018-08-17,27.0,23.3,20.38,2.20,21.2
2018-08-18,25.9,22.6,17.70,2.60,22.6
2018-08-19,26.0,23.0,16.90,0.90,23.2
2018-08-20,26.6,23.2,15.27,0.60,22.3
2018-08-21,27.1,22.6,21.01,1.20,22.4
2018-08-22,25.6,22.1,16.12,2.30,22.8
2018-08-23,26.5,21.9,19.22,1.30,20.8
2018-08-24,26.9,22.5,19.99,2.30,22.7
2018-08-25,26.2,22.8,18.31,1.30,23.2
2018-08-26,25.5,22.7,17.14,0.80,21.2
2018-08-27,26.6,22.8,18.96,0.70,19.5
2018-08-28,27.0,22.4,21.15,2.60,20.8
2018-08-29,25.6,22.1,18.95,1.20,25.5
2018-08-30,24.8,22.4,17.05,2.80,23.1
2018-08-31,25.7,22.5,20.65,0.00,19.0
2018-09-01,25.9,22.2,18.54,2.30,18.3
2018-09-02,25.9,22.4,17.91,1.90,21.8
2018-09-03,25.9,22.8,20.20,0.60,19.5
2018-09-04,27.2,22.5,22.83,0.00,14.6
2018-09-05,27.0,22.8,18.44,0.00,16.3
2018-09-06,26.6,22.8,17.64,1.00,18.8
2018-09-07,26.6,22.7,21.16,2.20,21.8
2018-09-08,26.8,22.6,20.97,0.00,21.7
2018-09-09,26.3,22.1,19.41,1.70,18.6
2018-09-10,25.9,23.0,16.38,3.30,22.1
2018-09-11,25.9,23.0,18.06,1.30,20.2
2018-09-12,26.1,22.8,18.74,0.50,18.6
2018-09-13,25.9,22.5,18.86,1.00,23.7
2018-09-14,26.5,22.3,18.84,1.20,21.6
2018-09-15,26.9,22.9,17.77,0.50,19.3
2018-09-16,27.0,23.3,18.46,1.80,19.4
2018-09-17,27.6,23.5,22.76,0.30,19.7
2018-09-18,27.3,23.3,21.31,0.40,22.5
2018-09-19,27.1,23.2,20.66,1.20,24.6
2018-09-20,26.8,23.2,18.31,2.30,22.7
2018-09-21,27.1,23.1,20.38,0.50,22.4
2018-09-22,27.6,23.1,25.09,0.00,14.9
2018-09-23,26.8,23.1,16.20,1.50,16.7
2018-09-24,26.8,23.0,19.81,4.00,20.6
2018-09-25,27.2,23.6,20.80,0.50,18.6
2018-09-26,27.4,23.5,20.80,0.50,23.3
2018-09-27,27.3,23.4,20.62,2.20,19.4
2018-09-28,27.4,23.1,21.41,0.90,16.4
2018-09-29,27.5,23.2,19.58,1.30,18.4
2018-09-30,27.2,23.7,22.16,0.00,17.2
2018-10-01,27.3,23.2,23.30,0.00,20.7
2018-10-02,27.1,23.4,18.50,1.20,17.2
2018-10-03,26.7,22.9,19.72,1.90,17.5
2018-10-04,27.0,23.7,19.05,1.90,15.4
2018-10-05,27.3,23.8,19.07,1.50,15.6
2018-10-06,27.9,23.7,23.96,0.00,17.1
2018-10-07,26.5,23.6,19.63,1.30,20.5
2018-10-08,27.3,23.5,23.06,0.00,22.7
2018-10-09,27.2,23.4,20.25,1.10,21.1
2018-10-10,26.4,23.0,18.83,1.90,21.6
2018-10-11,27.1,23.4,20.72,1.10,18.5
2018-10-12,27.8,23.4,21.39,0.00,16.7
2018-10-13,26.6,23.2,19.53,2.90,19.9
2018-10-14,27.6,23.7,16.60,0.10,15.0
2018-10-15,28.0,23.9,18.69,0.80,17.0
2018-10-16,27.4,23.1,18.69,2.50,17.7
2018-10-17,27.6,24.0,19.65,0.50,18.0
2018-10-18,28.3,23.6,25.47,0.20,16.2
2018-10-19,28.6,23.9,22.78,0.00,15.6
2018-10-20,29.1,23.4,25.91,0.00,17.3
2018-10-21,29.6,24.0,24.36,0.00,15.2
2018-10-22,28.4,23.1,23.25,0.60,18.6
2018-10-23,28.2,23.8,22.20,0.00,20.7
2018-10-24,27.5,23.7,20.33,1.30,20.5
2018-10-25,28.7,24.1,22.08,0.00,18.9
2018-10-26,28.6,24.1,20.28,0.40,16.6
2018-10-27,29.1,24.2,26.55,0.00,16.9
2018-10-28,30.0,23.9,24.94,0.00,19.6
2018-10-29,29.7,24.4,20.93,0.00,16.2
2018-10-30,28.7,24.1,22.62,0.70,18.2
2018-10-31,28.3,22.8,23.58,1.60,16.7
2018-11-01,28.2,23.7,22.69,1.10,16.5
2018-11-02,28.2,23.9,21.74,1.10,15.2
2018-11-03,27.9,24.5,20.28,2.80,18.5
2018-11-04,27.7,24.4,19.14,0.30,15.8
2018-11-05,28.4,24.3,18.02,0.00,16.6
2018-11-06,28.6,23.8,21.16,0.10,14.8
